sku_id,week1,week2,week3,week4,week5
SKaIO5sV,1 ,1 ,2 ,3 ,1 
SKAiofbM,2 ,2 ,3 ,3 ,1 
SKAIOh94,1 ,2 ,3 ,3 ,1 
SKAiokGg,1 ,1 ,1 ,2 ,1 
SKAIoQDT,1 ,1 ,1 ,1 ,0 
SKaiosSl,1 ,2 ,2 ,3 ,1 
SKAiotF1,3 ,3 ,4 ,6 ,2 
SKAIPBmx,1 ,1 ,2 ,2 ,1 
SKAipEWM,1 ,2 ,3 ,3 ,1 
SKaiPF8T,1 ,1 ,1 ,2 ,1 
SKAIPhvE,1 ,1 ,1 ,2 ,1 
SKAIpMv8,1 ,1 ,1 ,2 ,1 
SKAIpOVu,2 ,2 ,3 ,4 ,1 
SKAipoyB,1 ,2 ,2 ,3 ,1 
SKAiPswn,2 ,2 ,3 ,4 ,1 
SKAIpuws,2 ,2 ,3 ,4 ,1 
SKAIPzvT,1 ,1 ,2 ,2 ,1 
SKaIQ4Ww,2 ,3 ,3 ,5 ,2 
SKAiqfCg,2 ,2 ,3 ,4 ,1 
SKAiqMkS,1 ,1 ,1 ,1 ,0 
SKAIQxXt,1 ,1 ,1 ,2 ,1 
SKaiQYCS,4 ,5 ,6 ,8 ,3 
SKaIR3uF,2 ,2 ,3 ,4 ,1 
SKair7Wo,1 ,1 ,2 ,2 ,1 
SKAIRcWS,2 ,2 ,3 ,3 ,1 
SKAirK13,4 ,6 ,8 ,10 ,3 
SKAIRpJC,1 ,1 ,2 ,2 ,1 
SKaiRtw2,1 ,2 ,2 ,3 ,1 
SKaIRUHx,1 ,1 ,2 ,2 ,1 
SKAIs2Di,3 ,4 ,5 ,7 ,2 
SKAiS3VL,1 ,1 ,1 ,1 ,0 
SKAisaFY,1 ,1 ,1 ,1 ,0 
SKaISzNv,1 ,2 ,2 ,3 ,1 
SKaItfe0,1 ,1 ,1 ,1 ,0 
SKaiTIEw,1 ,1 ,1 ,2 ,1 
SKaITusX,1 ,1 ,1 ,2 ,1 
SKAiTW3H,2 ,3 ,4 ,5 ,2 
SKaIu9vQ,2 ,3 ,3 ,4 ,1 
SKAiuCUw,0 ,1 ,1 ,1 ,0 
SKaiuKAF,1 ,1 ,2 ,2 ,1 
SKaIuNwJ,1 ,2 ,2 ,3 ,1 
SKAiuWlS,7 ,9 ,12 ,16 ,5 
SKAiv3Vw,1 ,1 ,2 ,2 ,1 
SKaIV824,1 ,2 ,2 ,3 ,1 
SKAivGWS,2 ,3 ,4 ,5 ,2 
SKAIvklh,2 ,2 ,3 ,4 ,1 
SKaIvYq9,1 ,1 ,1 ,1 ,0 
SKAiw5QB,1 ,1 ,1 ,1 ,0 
SKAiwdDH,1 ,1 ,1 ,2 ,1 
SKaIwfK2,1 ,2 ,2 ,3 ,1 
SKaIWGhB,1 ,2 ,2 ,3 ,1 
SKAIwktP,0 ,1 ,1 ,1 ,0 
SKaiwlP1,16 ,21 ,27 ,36 ,12 
SKaiwV59,1 ,2 ,2 ,3 ,1 
SKAIx31y,1 ,1 ,2 ,2 ,1 
SKaIX6EW,1 ,1 ,2 ,2 ,1 
SKaIXoz1,1 ,2 ,2 ,3 ,1 
SKaixTm9,8 ,10 ,13 ,18 ,6 
SKAiy0ZV,6 ,8 ,10 ,14 ,5 
SKaIYeqd,1 ,2 ,2 ,3 ,1 
SKaiyjNk,1 ,1 ,2 ,2 ,1 
SKAiylsz,2 ,2 ,3 ,3 ,1 
SKaiz3pl,1 ,1 ,2 ,2 ,1 
SKAizdB2,1 ,1 ,2 ,2 ,1 
SKaiZEcT,1 ,1 ,1 ,2 ,1 
SKaIznJe,2 ,3 ,4 ,5 ,2 
SKAJ0COb,1 ,2 ,2 ,3 ,1 
SKAJ0Rnw,1 ,2 ,2 ,3 ,1 
SKAJ0xBL,2 ,2 ,3 ,4 ,1 
SKAJ1BOL,2 ,2 ,3 ,4 ,1 
SKAJ1txe,2 ,2 ,3 ,4 ,1 
SKaj27ES,0 ,1 ,1 ,1 ,0 
SKaj2EvQ,3 ,4 ,6 ,7 ,2 
SKaJ2GAx,1 ,1 ,2 ,2 ,1 
SKAj2mJR,3 ,4 ,5 ,6 ,2 
SKaj3MLb,2 ,3 ,3 ,5 ,2 
SKaj4Ad5,2 ,3 ,4 ,5 ,2 
SKAj4Huc,2 ,3 ,4 ,5 ,2 
SKaj4OUF,2 ,2 ,3 ,3 ,1 
SKaj61pn,1 ,2 ,2 ,3 ,1 
SKAJ6igK,1 ,1 ,1 ,1 ,0 
SKaJ6OIw,2 ,2 ,3 ,4 ,1 
SKaj6Z4c,1 ,1 ,1 ,2 ,1 
SKAj7E6K,1 ,1 ,2 ,2 ,1 
SKAj7lEf,0 ,1 ,1 ,1 ,0 
SKaJ8Hxn,1 ,1 ,1 ,2 ,1 
SKAj8UzZ,1 ,2 ,2 ,3 ,1 
SKaJ8viH,1 ,1 ,1 ,2 ,1 
SKAJ8Vpe,6 ,8 ,11 ,14 ,5 
SKAj9Sl4,9 ,12 ,16 ,21 ,7 
SKajA53J,1 ,1 ,1 ,1 ,0 
SKaJAhM3,1 ,2 ,2 ,3 ,1 
SKAJarsH,2 ,3 ,3 ,4 ,1 
SKAJB2NQ,1 ,1 ,2 ,2 ,1 
SKAjbEze,3 ,4 ,5 ,6 ,2 
SKAJbFhu,4 ,5 ,6 ,8 ,3 
SKaJBMTg,1 ,1 ,1 ,2 ,1 
SKAJboCg,2 ,2 ,3 ,4 ,1 
SKajbu0p,1 ,1 ,1 ,2 ,1 
SKajc2mr,5 ,7 ,9 ,11 ,4 
SKAJCPsl,3 ,4 ,5 ,6 ,2 
SKajcQNH,1 ,1 ,2 ,2 ,1 
SKAjcswz,2 ,2 ,3 ,4 ,1 
SKajdk2w,1 ,1 ,1 ,2 ,1 
SKajdmPZ,0 ,0 ,0 ,1 ,0 
SKaJe7zx,2 ,3 ,3 ,4 ,1 
SKajElLZ,2 ,3 ,3 ,4 ,1 
SKAjEwQH,4 ,5 ,7 ,9 ,3 
SKAJfbz8,1 ,2 ,2 ,3 ,1 
SKAJfHYh,2 ,2 ,3 ,3 ,1 
SKAJfspO,6 ,8 ,10 ,14 ,5 
SKAJfyt3,2 ,2 ,3 ,4 ,1 
SKAJGaq5,3 ,4 ,5 ,6 ,2 
SKajGhDe,1 ,1 ,2 ,2 ,1 
SKAjGi1q,1 ,2 ,2 ,3 ,1 
SKAJgjvH,2 ,3 ,4 ,5 ,2 
SKajgO7s,1 ,1 ,2 ,2 ,1 
SKAJGtil,1 ,1 ,2 ,2 ,1 
SKAJGwnP,2 ,3 ,4 ,5 ,2 
SKajGxcD,39 ,51 ,66 ,87 ,29 
SKajh4sv,1 ,1 ,1 ,1 ,0 
SKaJh603,1 ,1 ,1 ,2 ,1 
SKajh6IE,1 ,1 ,2 ,2 ,1 
SKaJh9Zi,2 ,3 ,3 ,4 ,1 
SKaJhbt8,2 ,2 ,3 ,4 ,1 
SKajhLHK,0 ,1 ,1 ,1 ,0 
SKaJhRum,1 ,2 ,2 ,3 ,1 
SKAjhsal,2 ,3 ,4 ,5 ,2 
SKAJhSNj,2 ,2 ,3 ,3 ,1 
SKAjHUY9,2 ,2 ,3 ,4 ,1 
SKAji6a2,2 ,2 ,3 ,4 ,1 
SKAjIc2s,2 ,3 ,4 ,5 ,2 
SKajIkJ7,1 ,1 ,1 ,2 ,1 
SKajIPFb,5 ,7 ,9 ,12 ,4 
SKaJiTvc,1 ,1 ,1 ,2 ,1 
SKAJiU0E,2 ,3 ,4 ,5 ,2 
SKajIVto,2 ,2 ,3 ,4 ,1 
SKAJjamM,1 ,1 ,1 ,2 ,1 
SKaJjX1D,1 ,1 ,1 ,1 ,0 
SKajJysw,8 ,11 ,14 ,19 ,6 
SKaJK9jN,2 ,3 ,3 ,5 ,2 
SKAJKcSu,7 ,10 ,13 ,17 ,6 
SKaJkqUG,1 ,1 ,2 ,2 ,1 
SKAjKRu0,2 ,3 ,4 ,5 ,2 
SKaJL0GN,1 ,1 ,1 ,2 ,1 
SKAJl2WN,0 ,1 ,1 ,1 ,0 
SKAjLcV4,1 ,1 ,1 ,2 ,1 
SKajlk4e,1 ,2 ,2 ,3 ,1 
SKAjlKGV,1 ,2 ,2 ,3 ,1 
SKaJlKQv,2 ,2 ,3 ,4 ,1 
SKajlp2i,2 ,2 ,3 ,4 ,1 
SKaJM0GS,1 ,1 ,2 ,2 ,1 
SKAJMCbn,2 ,2 ,3 ,4 ,1 
SKAjmg4T,3 ,4 ,6 ,7 ,2 
SKAJMHKO,1 ,2 ,2 ,3 ,1 
SKaJmL6h,2 ,2 ,3 ,4 ,1 
SKaJMn2F,1 ,1 ,1 ,2 ,1 
SKajMuPg,1 ,1 ,2 ,2 ,1 
SKaJN2mv,2 ,2 ,3 ,4 ,1 
SKaJn87u,1 ,1 ,1 ,2 ,1 
SKajnAJI,0 ,0 ,0 ,1 ,0 
SKaJNn4C,1 ,1 ,2 ,2 ,1 
SKAjNP7M,2 ,3 ,4 ,5 ,2 
SKAjNPXz,1 ,1 ,1 ,2 ,1 
SKaJobrd,2 ,3 ,4 ,5 ,2 
SKajOH9E,1 ,1 ,1 ,2 ,1 
SKaJOMWt,1 ,1 ,2 ,3 ,1 
SKAJon5g,1 ,1 ,2 ,2 ,1 
SKaJOwsf,10 ,13 ,17 ,23 ,8 
SKAJOXRK,1 ,2 ,2 ,3 ,1 
SKAJOYEy,1 ,2 ,2 ,3 ,1 
SKajP20Z,1 ,1 ,1 ,2 ,1 
SKAjPGHw,2 ,2 ,3 ,4 ,1 
SKaJpor4,1 ,1 ,1 ,1 ,0 
SKajPQAg,1 ,2 ,2 ,3 ,1 
SKajpvYZ,2 ,3 ,3 ,4 ,1 
SKajq2kc,3 ,4 ,6 ,7 ,2 
SKAJq571,4 ,5 ,6 ,8 ,3 
SKAjQCc4,3 ,4 ,5 ,7 ,2 
SKajQCSe,1 ,2 ,2 ,3 ,1 
SKajQH2V,1 ,1 ,1 ,1 ,0 
SKajqIxE,1 ,2 ,2 ,3 ,1 
SKAjQOh5,2 ,2 ,3 ,3 ,1 
SKajqRNm,1 ,1 ,2 ,2 ,1 
SKAjqw87,2 ,3 ,3 ,4 ,1 
SKAJQYCz,0 ,0 ,0 ,1 ,0 
SKAjRcKz,4 ,5 ,7 ,9 ,3 
SKAjRhwT,1 ,2 ,2 ,3 ,1 
SKajSBFr,1 ,2 ,2 ,3 ,1 
SKAJsdQP,1 ,1 ,1 ,1 ,0 
SKAJsHun,1 ,1 ,1 ,2 ,1 
SKAjSJie,1 ,1 ,1 ,2 ,1 
SKajsNI5,5 ,7 ,9 ,12 ,4 
SKaJsWZY,5 ,6 ,8 ,11 ,4 
SKaJtfEI,1 ,2 ,2 ,3 ,1 
SKAJTIZ0,2 ,3 ,4 ,5 ,2 
SKAJTMkb,1 ,1 ,1 ,2 ,1 
SKAJTQCF,1 ,1 ,2 ,2 ,1 
SKAJTvrB,1 ,1 ,2 ,2 ,1 
SKAjtZNy,1 ,1 ,1 ,1 ,0 
SKaJU5QY,2 ,3 ,4 ,5 ,2 
SKajUBIN,2 ,2 ,3 ,4 ,1 
SKAJUfIl,1 ,1 ,1 ,2 ,1 
SKAJUGH8,2 ,2 ,3 ,4 ,1 
SKAJumiz,2 ,3 ,4 ,6 ,2 
SKAJV2L9,2 ,3 ,4 ,5 ,2 
SKaJv4Xm,1 ,1 ,1 ,2 ,1 
SKajvDWU,1 ,1 ,1 ,2 ,1 
SKaJvfF8,1 ,2 ,2 ,3 ,1 
SKAJway8,1 ,1 ,2 ,3 ,1 
SKAJwB31,2 ,3 ,3 ,4 ,1 
SKAjwhl9,2 ,2 ,3 ,3 ,1 
SKaJwkpb,2 ,3 ,3 ,4 ,1 
SKAJwoWX,1 ,1 ,1 ,1 ,0 
SKAJwWkG,1 ,2 ,2 ,3 ,1 
SKAJx06L,1 ,1 ,1 ,1 ,0 
SKAjx0YM,2 ,2 ,3 ,4 ,1 
SKajXBCy,9 ,11 ,15 ,19 ,6 
SKAJxSmy,3 ,4 ,5 ,7 ,2 
SKaJY7m3,6 ,8 ,11 ,14 ,5 
SKajYeU3,1 ,1 ,2 ,2 ,1 
SKaJyGqn,1 ,1 ,2 ,2 ,1 
SKAjYiu9,1 ,1 ,2 ,2 ,1 
SKAJYmsE,2 ,3 ,4 ,5 ,2 
SKAjyVH6,1 ,2 ,2 ,3 ,1 
SKajYvWN,1 ,1 ,1 ,2 ,1 
SKAJz3pG,1 ,2 ,2 ,3 ,1 
SKAjzbes,1 ,1 ,2 ,2 ,1 
SKajzpsX,4 ,5 ,7 ,9 ,3 
SKajzsO3,2 ,2 ,3 ,4 ,1 
SKaJzuwX,1 ,2 ,2 ,3 ,1 
SKAjZVG0,1 ,2 ,2 ,3 ,1 
SKaK01ZW,48 ,63 ,82 ,108 ,36 
SKaK08QY,1 ,1 ,2 ,2 ,1 
SKaK0AmL,2 ,3 ,3 ,4 ,1 
SKaK0X23,0 ,1 ,1 ,1 ,0 
SKAk0XEu,1 ,1 ,2 ,2 ,1 
SKAK29ig,1 ,2 ,2 ,3 ,1 
SKAK2Bbt,2 ,2 ,3 ,4 ,1 
SKaK3ELm,2 ,3 ,4 ,5 ,2 
SKak3ubI,2 ,2 ,3 ,4 ,1 
SKaK4qSs,1 ,2 ,2 ,3 ,1 
SKAK4wPJ,1 ,1 ,2 ,2 ,1 
SKAk5Vg4,4 ,5 ,6 ,8 ,3 
SKAk5y4i,2 ,2 ,3 ,3 ,1 
SKAk6vWF,1 ,1 ,2 ,2 ,1 
SKAK7nRH,2 ,2 ,3 ,4 ,1 
SKak7WX5,2 ,2 ,3 ,4 ,1 
SKAk9lcW,1 ,1 ,1 ,1 ,0 
SKaK9tgY,1 ,1 ,1 ,2 ,1 
SKAK9VuR,1 ,2 ,2 ,3 ,1 
SKAKa9zg,1 ,2 ,2 ,3 ,1 
SKAKaeFl,1 ,1 ,1 ,1 ,0 
SKakAo16,1 ,1 ,2 ,2 ,1 
SKAkas5l,0 ,1 ,1 ,1 ,0 
SKAkbcKs,2 ,2 ,3 ,3 ,1 
SKAkbcwl,1 ,1 ,2 ,2 ,1 
SKAkBD0m,1 ,1 ,2 ,2 ,1 
SKaKbG2Y,1 ,1 ,2 ,2 ,1 
SKAKbhnk,1 ,1 ,1 ,1 ,0 
SKAKBMOn,2 ,3 ,4 ,5 ,2 
SKakbMUl,2 ,3 ,4 ,5 ,2 
SKakBp4X,1 ,1 ,1 ,2 ,1 
SKAKBTxM,1 ,1 ,2 ,2 ,1 
SKakC4HU,1 ,1 ,1 ,1 ,0 
SKAKc6l7,3 ,4 ,5 ,7 ,2 
SKakCdtw,1 ,2 ,2 ,3 ,1 
SKakCKuU,2 ,3 ,4 ,5 ,2 
SKakCs63,0 ,0 ,1 ,1 ,0 
SKAkDKrq,6 ,7 ,10 ,12 ,4 
SKakDsyI,1 ,2 ,2 ,3 ,1 
SKAKDU7c,1 ,1 ,2 ,2 ,1 
SKAkdWar,2 ,2 ,3 ,4 ,1 
SKaKDYJE,2 ,3 ,4 ,5 ,2 
SKAKe8jb,3 ,4 ,5 ,7 ,2 
SKAKEBkl,1 ,1 ,1 ,2 ,1 
SKaKEk4F,1 ,2 ,2 ,3 ,1 
SKAKeoBQ,5 ,6 ,8 ,11 ,4 
SKAkEPlv,2 ,2 ,3 ,4 ,1 
SKAKeRXk,2 ,2 ,3 ,3 ,1 
SKAKeRz8,1 ,2 ,2 ,3 ,1 
SKaKetPh,1 ,2 ,2 ,3 ,1 
SKAKeWFm,2 ,2 ,3 ,4 ,1 
SKAKey7Y,2 ,3 ,4 ,5 ,2 
SKakfDtx,1 ,1 ,1 ,1 ,0 
SKAKfE8r,1 ,2 ,2 ,3 ,1 
SKakfMn2,1 ,1 ,2 ,2 ,1 
SKaKfSgH,0 ,1 ,1 ,1 ,0 
SKakG1BE,16 ,20 ,27 ,35 ,12 
SKAKg4cO,2 ,2 ,3 ,4 ,1 
SKAKg6i1,19 ,25 ,32 ,42 ,14 
SKakg8hE,1 ,2 ,2 ,3 ,1 
SKAKGdaw,3 ,3 ,4 ,6 ,2 
SKakgHIz,1 ,2 ,2 ,3 ,1 
SKakGL1C,2 ,3 ,3 ,5 ,2 
SKAKGZki,1 ,1 ,1 ,2 ,1 
SKaKGZU9,1 ,2 ,2 ,3 ,1 
SKAKH1Md,1 ,1 ,1 ,2 ,1 
SKAKH3nu,2 ,2 ,3 ,3 ,1 
SKaKH45w,2 ,2 ,3 ,4 ,1 
SKakhAts,1 ,1 ,1 ,2 ,1 
SKaKhgic,1 ,1 ,1 ,1 ,0 
SKaKHO9I,5 ,7 ,9 ,12 ,4 
SKakhRxU,1 ,2 ,2 ,3 ,1 
SKakIgxM,1 ,1 ,1 ,2 ,1 
SKakIP2Q,2 ,2 ,3 ,4 ,1 
SKAKiQ9W,1 ,1 ,2 ,2 ,1 
SKAkIQbw,2 ,2 ,3 ,3 ,1 
SKAkIW0y,1 ,1 ,2 ,2 ,1 
SKAKIyFU,3 ,4 ,5 ,7 ,2 
SKakj7iV,1 ,1 ,2 ,2 ,1 
SKAKJf36,1 ,2 ,2 ,3 ,1 
SKAkjGnU,1 ,1 ,2 ,2 ,1 
SKakjViC,1 ,1 ,2 ,2 ,1 
SKAkK1w3,5 ,6 ,8 ,11 ,4 
SKAKk79F,1 ,1 ,2 ,2 ,1 
SKAKk8vD,25 ,32 ,42 ,55 ,18 
SKAKkNiY,1 ,1 ,2 ,2 ,1 
SKakl0Nr,27 ,36 ,47 ,61 ,20 
SKAklbIz,1 ,2 ,2 ,3 ,1 
SKaKLD6B,1 ,2 ,3 ,3 ,1 
SKaKLIo1,1 ,1 ,2 ,2 ,1 
SKAkljMs,3 ,4 ,5 ,7 ,2 
SKakLosr,1 ,1 ,1 ,1 ,0 
SKAkLPOQ,2 ,3 ,3 ,4 ,1 
SKAKlvVc,1 ,1 ,2 ,2 ,1 
SKaKM0E1,1 ,1 ,2 ,2 ,1 
SKakMDC2,8 ,10 ,13 ,17 ,6 
SKaKmqCG,1 ,2 ,2 ,3 ,1 
SKAKmuEo,1 ,2 ,2 ,3 ,1 
SKAKmVd2,1 ,1 ,2 ,2 ,1 
SKAknH9Q,1 ,2 ,2 ,3 ,1 
SKaKNUSj,1 ,2 ,2 ,3 ,1 
SKAkny9V,4 ,5 ,7 ,9 ,3 
SKAkO65s,2 ,2 ,3 ,4 ,1 
SKakocbq,2 ,2 ,3 ,3 ,1 
SKAKoh03,2 ,3 ,4 ,5 ,2 
SKakOnKG,0 ,0 ,1 ,1 ,0 
SKakOptf,8 ,10 ,13 ,17 ,6 
SKakOrBY,1 ,1 ,1 ,2 ,1 
SKAKP4nq,2 ,3 ,4 ,5 ,2 
SKakPj6G,1 ,1 ,2 ,2 ,1 
SKaKpNSn,5 ,7 ,9 ,12 ,4 
SKAkPpqZ,3 ,3 ,4 ,6 ,2 
SKAkpq5V,1 ,1 ,2 ,2 ,1 
SKaKpTOB,0 ,1 ,1 ,1 ,0 
SKAkPvOL,2 ,2 ,3 ,4 ,1 
SKAKQ1hn,1 ,1 ,1 ,2 ,1 
SKAKqflb,3 ,3 ,4 ,6 ,2 
SKakQrUh,2 ,3 ,3 ,4 ,1 
SKaKqrwT,2 ,2 ,3 ,4 ,1 
SKAkqWvX,1 ,1 ,2 ,2 ,1 
SKAkR2gF,1 ,2 ,2 ,3 ,1 
SKakR81s,1 ,1 ,1 ,2 ,1 
SKaKRd03,1 ,1 ,1 ,1 ,0 
SKAKrexs,2 ,2 ,3 ,4 ,1 
SKakrJW5,4 ,5 ,6 ,8 ,3 
SKakRs17,1 ,2 ,2 ,3 ,1 
SKaKrtng,2 ,2 ,3 ,4 ,1 
SKAks53T,1 ,1 ,2 ,2 ,1 
SKAKSHgc,1 ,1 ,2 ,2 ,1 
SKAKsNW3,1 ,1 ,1 ,1 ,0 
SKakSoZO,2 ,3 ,3 ,4 ,1 
SKAkSrHg,2 ,2 ,3 ,4 ,1 
SKAKSV8e,5 ,6 ,8 ,11 ,4 
SKakT9QP,6 ,8 ,10 ,13 ,4 
SKaKTB6v,3 ,4 ,5 ,7 ,2 
SKakTN7O,1 ,2 ,2 ,3 ,1 
SKAku9ab,2 ,2 ,3 ,4 ,1 
SKaKUer4,11 ,15 ,19 ,25 ,8 
SKaKUihE,1 ,1 ,1 ,2 ,1 
SKakuOFf,1 ,2 ,2 ,3 ,1 
SKAkUY51,1 ,1 ,1 ,1 ,0 
SKAKuyV9,1 ,1 ,1 ,2 ,1 
SKakV19X,1 ,1 ,1 ,2 ,1 
SKaKvGhD,2 ,2 ,3 ,4 ,1 
SKAKVJDT,1 ,1 ,1 ,1 ,0 
SKAKVO69,1 ,1 ,1 ,1 ,0 
SKAkVS0U,7 ,9 ,11 ,15 ,5 
SKaKWIUS,1 ,2 ,2 ,3 ,1 
SKaKWkSc,2 ,2 ,3 ,4 ,1 
SKAKWLsC,1 ,1 ,1 ,2 ,1 
SKAkwmG2,15 ,19 ,25 ,32 ,11 
SKaKwOn3,1 ,1 ,2 ,2 ,1 
SKaKWQPB,2 ,2 ,3 ,4 ,1 
SKaKwWmV,1 ,1 ,2 ,2 ,1 
SKaKx593,2 ,2 ,3 ,4 ,1 
SKakXJgH,0 ,1 ,1 ,1 ,0 
SKakxjGo,1 ,1 ,1 ,1 ,0 
SKAkXKS6,2 ,3 ,3 ,4 ,1 
SKaKXPLf,2 ,3 ,4 ,5 ,2 
SKAkxWhn,1 ,2 ,2 ,3 ,1 
SKAkxwng,2 ,2 ,3 ,4 ,1 
SKakXye7,3 ,4 ,5 ,7 ,2 
SKaKXZ4G,2 ,3 ,4 ,5 ,2 
SKAkXZ52,1 ,1 ,1 ,2 ,1 
SKAkygul,2 ,3 ,3 ,5 ,2 
SKakyInc,1 ,1 ,1 ,1 ,0 
SKAkynUu,1 ,2 ,2 ,3 ,1 
SKAkYr7H,1 ,1 ,2 ,2 ,1 
SKakYUAw,1 ,1 ,1 ,2 ,1 
SKAKzs67,1 ,1 ,1 ,1 ,0 
SKakzwTL,11 ,14 ,19 ,24 ,8 
SKAl1B5F,3 ,4 ,6 ,7 ,2 
SKaL1HZM,0 ,0 ,1 ,1 ,0 
SKal1n0c,2 ,3 ,4 ,5 ,2 
SKal2BR4,5 ,7 ,9 ,12 ,4 
SKal2SeY,3 ,3 ,4 ,6 ,2 
SKAL2wMd,2 ,3 ,4 ,5 ,2 
SKAL2Xs4,3 ,4 ,5 ,6 ,2 
SKAL3SW5,1 ,1 ,2 ,2 ,1 
SKaL3TcV,2 ,2 ,3 ,4 ,1 
SKAL4pxU,0 ,0 ,1 ,1 ,0 
SKAl68KL,1 ,1 ,1 ,1 ,0 
SKaL6tnE,2 ,2 ,3 ,4 ,1 
SKal74TB,7 ,10 ,13 ,17 ,6 
SKaL8yqO,2 ,2 ,3 ,4 ,1 
SKAlaMWy,1 ,1 ,2 ,3 ,1 
SKalApn9,2 ,2 ,3 ,4 ,1 
SKAlb0Ln,1 ,2 ,3 ,3 ,1 
SKALB4s7,2 ,3 ,4 ,5 ,2 
SKALBa8b,1 ,2 ,2 ,3 ,1 
SKaLBDfP,1 ,1 ,1 ,1 ,0 
SKALbjtO,1 ,1 ,2 ,2 ,1 
SKalBruE,1 ,1 ,1 ,1 ,0 
SKaLbsVc,13 ,17 ,22 ,28 ,9 
SKALbwyY,1 ,1 ,2 ,2 ,1 
SKAlC2fW,1 ,1 ,2 ,2 ,1 
SKaLc5GY,1 ,2 ,2 ,3 ,1 
SKAlcbvB,1 ,1 ,1 ,1 ,0 
SKaLcl26,1 ,2 ,3 ,3 ,1 
SKalCMK9,2 ,2 ,3 ,3 ,1 
SKalcvfE,4 ,5 ,6 ,8 ,3 
SKAlcxId,1 ,2 ,2 ,3 ,1 
SKaldcA0,33 ,44 ,57 ,75 ,25 
SKALdkcI,1 ,1 ,2 ,3 ,1 
SKALdmKk,1 ,1 ,1 ,1 ,0 
SKaldQTz,1 ,1 ,1 ,2 ,1 
SKAlDWwo,25 ,32 ,42 ,56 ,19 
SKalegHf,2 ,2 ,3 ,3 ,1 
SKALEgPr,2 ,2 ,3 ,4 ,1 
SKaleGXS,14 ,18 ,24 ,32 ,11 
SKAlen7d,2 ,3 ,3 ,4 ,1 
SKALEoGN,1 ,1 ,2 ,2 ,1 
SKalEYdk,1 ,1 ,1 ,1 ,0 
SKaLf7Cr,2 ,2 ,3 ,3 ,1 
SKaLfDB3,1 ,2 ,3 ,3 ,1 
SKALFnXz,1 ,1 ,1 ,2 ,1 
SKAlfRjg,1 ,1 ,2 ,3 ,1 
SKalFtST,1 ,1 ,2 ,2 ,1 
SKAlfXnW,1 ,1 ,2 ,3 ,1 
SKalG1pO,1 ,1 ,1 ,2 ,1 
SKaLGfo6,2 ,3 ,4 ,5 ,2 
SKalGJZN,1 ,1 ,1 ,2 ,1 
SKAlgk9a,1 ,2 ,2 ,3 ,1 
SKALGlyi,1 ,1 ,2 ,2 ,1 
SKalGMOE,1 ,1 ,2 ,2 ,1 
SKALGmXl,1 ,1 ,2 ,2 ,1 
SKaLGrfU,1 ,2 ,2 ,3 ,1 
SKaLgUMb,1 ,1 ,1 ,1 ,0 
SKAlGveL,2 ,3 ,4 ,5 ,2 
SKALh6oK,1 ,2 ,2 ,3 ,1 
SKalH9PI,2 ,2 ,3 ,4 ,1 
SKAlHe4U,1 ,1 ,1 ,1 ,0 
SKalHRE2,8 ,11 ,14 ,19 ,6 
SKaLHYJv,2 ,2 ,3 ,4 ,1 
SKalI9xN,1 ,1 ,2 ,2 ,1 
SKALiEKH,1 ,2 ,2 ,3 ,1 
SKaLInhl,1 ,1 ,1 ,2 ,1 
SKAlirE9,1 ,2 ,2 ,3 ,1 
SKALiygE,1 ,1 ,2 ,2 ,1 
SKaLJ50V,1 ,1 ,1 ,2 ,1 
SKALj7WS,1 ,1 ,1 ,2 ,1 
SKALJcXC,1 ,1 ,2 ,2 ,1 
SKAlJqgZ,1 ,2 ,2 ,3 ,1 
SKalJVKt,1 ,1 ,1 ,2 ,1 
SKAlk08Y,2 ,2 ,3 ,4 ,1 
SKalk7At,3 ,4 ,6 ,7 ,2 
SKALKqG4,1 ,1 ,1 ,1 ,0 
SKaLKqyh,2 ,2 ,3 ,4 ,1 
SKALkTYJ,1 ,1 ,1 ,2 ,1 
SKaLkUuQ,2 ,3 ,3 ,4 ,1 
SKaLkz7b,2 ,3 ,3 ,4 ,1 
SKAlL5NX,12 ,15 ,20 ,26 ,9 
SKAlL5o2,1 ,1 ,1 ,1 ,0 
SKAlLB3q,10 ,14 ,18 ,23 ,8 
SKalLCOx,2 ,3 ,3 ,4 ,1 
SKalLwyv,1 ,1 ,2 ,2 ,1 
SKaLm67w,1 ,1 ,1 ,2 ,1 
SKALmD0i,3 ,4 ,6 ,8 ,3 
SKAlMfNa,1 ,2 ,2 ,3 ,1 
SKALmrRt,2 ,3 ,3 ,4 ,1 
SKALmsnt,1 ,1 ,2 ,2 ,1 
SKaLmSO1,1 ,2 ,2 ,3 ,1 
SKAlmush,2 ,3 ,4 ,6 ,2 
SKaLN3zh,1 ,1 ,1 ,2 ,1 
SKAlNDz5,1 ,1 ,1 ,1 ,0 
SKAlnJBw,1 ,2 ,2 ,3 ,1 
SKALnZly,1 ,1 ,2 ,2 ,1 
SKALNZyo,1 ,1 ,1 ,2 ,1 
SKalO4JA,20 ,27 ,35 ,46 ,15 
SKALO7H0,1 ,1 ,2 ,3 ,1 
SKaLOChY,1 ,1 ,1 ,2 ,1 
SKaLOEiD,1 ,1 ,2 ,2 ,1 
SKaLokPm,0 ,1 ,1 ,1 ,0 
SKaLOlmy,1 ,1 ,1 ,2 ,1 
